CAMPUS,C20GR12N,C20GR12R,C30GR12N,C30GR12R,C40GR12N,C40GR12R,CA0GH12N,CA0GH12R,CA0GM12N,CA0GM12R,CA0GR12N,CA0GR12R,CB0GR12N,CB0GR12R,CH0GR12N,CH0GR12R,CI0GR12N,CI0GR12R,CPEMALLC,CPEMALLP,CPERRA1R,CPERRA2R,CPERRA3R,CPERRA4R,CPERRA5R,CPERRA6R,CPERRA7R,CPERRA8R,CPERRAKR,CPERSA1R,CPERSA2R,CPERSA3R,CPERSA4R,CPERSA5R,CPERSA6R,CPERSA7R,CPERSA8R,CPERSAKR,CPETALLC,CPETASIC,CPETASIP,CPETBILC,CPETBILP,CPETBLAC,CPETBLAP,CPETDISC,CPETDISP,CPETECOC,CPETECOP,CPETG01C,CPETG01P,CPETG02C,CPETG02P,CPETG03C,CPETG03P,CPETG04C,CPETG04P,CPETG05C,CPETG05P,CPETG06C,CPETG06P,CPETG07C,CPETG07P,CPETG08C,CPETG08P,CPETG09C,CPETG09P,CPETG10C,CPETG10P,CPETG11C,CPETG11P,CPETG12C,CPETG12P,CPETGEEC,CPETGEEP,CPETGIFC,CPETGIFP,CPETGKNC,CPETGKNP,CPETGPKC,CPETGPKP,CPETHISC,CPETHISP,CPETINDC,CPETINDP,CPETLEPC,CPETLEPP,CPETNEDC,CPETNEDP,CPETPCIC,CPETPCIP,CPETRSKC,CPETRSKP,CPETSPEC,CPETSPEP,CPETTWOC,CPETTWOP,CPETVOCC,CPETVOCP,CPETWHIC,CPETWHIP,CS0GR12N,CS0GR12R,CW0GR12N,CW0GR12R
"061902116",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,67,15.3,1.3,6.8,4.3,4.9,1.3,.,.,.,3.8,9.1,0,0,0,0,.,.,.,16.7,453,31,6.8,130,28.7,68,15,0,0,258,57,87,19.2,77,17,75,16.6,66,14.6,64,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6.6,84,18.5,0,0,202,44.6,4,0.9,116,25.6,195,43,0,0,164,36.2,59,13,17,3.8,0,0,131,28.9,0,.,0,.
"061902117",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,17,4.4,0,1.6,0,0,0,.,.,.,1.6,0,0,0,0,0,.,.,.,18.2,474,27,5.7,6,1.3,12,2.5,0,0,32,6.8,84,17.7,82,17.3,84,17.7,69,14.6,84,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,47,9.9,70,14.8,0,0,66,13.9,4,0.8,8,1.7,442,93.2,0,0,25,5.3,74,15.6,21,4.4,0,0,344,72.6,0,.,0,.
"061902118",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,33,5.9,0,1,0,0,0,.,.,.,1.4,0,11.1,0,0,0,.,.,.,0,621,250,40.3,81,13,50,8.1,0,0,117,18.8,74,11.9,96,15.5,118,19,111,17.9,124,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.8,58,9.3,69,11.1,18,2.9,79,12.7,2,0.3,83,13.4,504,81.2,0,0,95,15.3,54,8.7,20,3.2,0,0,220,35.4,0,.,0,.
"061902119",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,36,9.2,0,0,0,1.6,0,.,.,.,0,20,0,0,0,0,.,.,.,0,519,79,15.2,45,8.7,28,5.4,4,0.9,109,21,74,14.3,90,17.3,81,15.6,99,19.1,88,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9.1,87,16.8,0,0,97,18.7,4,0.8,48,9.2,410,79,2,0.4,63,12.1,35,6.7,21,4,0,0,288,55.5,0,.,0,.
"061902120",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,18,4.4,1.5,0,0,0,0,.,.,.,1.4,0,0,0,0,0,.,.,.,25,476,52,10.9,15,3.2,21,4.4,0,0,33,6.9,86,18.1,83,17.4,81,17,86,18.1,79,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,65,13.7,59,12.4,0,0,85,17.9,1,0.2,15,3.2,443,93.1,0,0,25,5.3,45,9.5,14,2.9,0,0,303,63.7,0,.,0,.
"061902121",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,30,6.9,0,0,0,0,3.1,.,.,.,0,0,0,0,0,0,.,.,.,0,458,62,13.5,28,6.1,37,8.1,0,0,68,14.8,79,17.2,75,16.4,75,16.4,86,18.8,88,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5.9,55,12,0,0,70,15.3,7,1.5,31,6.8,390,85.2,0,0,44,9.6,50,10.9,20,4.4,0,0,262,57.2,0,.,0,.
"061902122",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,25,4.1,2.2,0,0.9,0,0,.,.,.,1.1,0,0,0,0,0,.,.,.,10,682,31,4.5,12,1.8,32,4.7,2,0.3,16,2.3,111,16.3,111,16.3,109,16,134,19.6,135,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8.1,82,12,0,0,73,10.7,3,0.4,13,1.9,666,97.7,0,0,23,3.4,51,7.5,20,2.9,0,0,523,76.7,0,.,0,.
"061902123",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,30,5.1,0,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,663,115,17.3,12,1.8,14,2.1,0,0,25,3.8,100,15.1,111,16.7,116,17.5,123,18.6,125,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,63,9.5,75,11.3,0,0,61,9.2,0,0,13,2,638,96.2,0,0,34,5.1,65,9.8,19,2.9,0,0,454,68.5,0,.,0,.
"061902124",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,54,13.4,0,1.7,0,0,0,.,.,.,3.1,0,0,0,0,0,.,.,.,0,584,32,5.5,200,34.2,30,5.1,0,0,281,48.1,101,17.3,103,17.6,90,15.4,97,16.6,95,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,98,16.8,0,0,276,47.3,0,0,172,29.5,303,51.9,2,0.3,210,36,60,10.3,11,1.9,0,0,233,39.9,0,.,0,.
"061902125",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,67,15.7,1.5,0,0,0,1.4,.,.,.,0,0,10,0,0,0,.,.,.,0,495,85,17.2,59,11.9,147,29.7,2,0.3,222,44.8,66,13.3,73,14.7,60,12.1,79,16,86,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.2,26,5.3,69,13.9,56,11.3,94,19,3,0.6,63,12.7,273,55.2,0,0,102,20.6,63,12.7,26,5.3,0,0,140,28.3,0,.,0,.
"061902126",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,32,5.6,1.1,0,0,0,0,.,.,.,0,0,0,0,4.3,0,.,.,.,30,574,89,15.5,11,1.9,25,4.4,0,0,56,9.8,82,14.3,97,16.9,91,15.9,90,15.7,132,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5.4,82,14.3,0,0,66,11.5,2,0.3,14,2.4,518,90.2,1,0.2,24,4.2,60,10.5,26,4.5,0,0,365,63.6,0,.,0,.
"061902127",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,35,6.9,1.3,1.5,0,0,0,.,.,.,2.5,5.6,0,0,0,0,.,.,.,9.1,538,32,5.9,32,5.9,75,13.9,1,0.2,144,26.8,95,17.7,101,18.8,84,15.6,100,18.6,76,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.5,82,15.2,0,0,122,22.7,2,0.4,32,5.9,394,73.2,0,0,44,8.2,71,13.2,25,4.6,0,0,282,52.4,0,.,0,.
"061902128",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,21,5,0,1.4,0,0,0,.,.,.,1.8,0,0,0,0,0,.,.,.,0,460,47,10.2,4,0.9,14,3,0,0,30,6.5,67,14.6,97,21.1,82,17.8,63,13.7,84,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3,40,8.7,61,13.3,0,0,37,8,2,0.4,4,0.9,430,93.5,1,0.2,10,2.2,55,12,18,3.9,0,0,341,74.1,0,.,0,.
"061902129",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,27,4.6,0,0,0,0.9,0,.,.,.,1.9,0,0,0,0,0,.,.,.,0,574,35,6.1,3,0.5,9,1.6,0,0,5,0.9,66,11.5,101,17.6,108,18.8,107,18.6,122,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.6,50,8.7,61,10.6,0,0,28,4.9,1,0.2,3,0.5,569,99.1,0,0,13,2.3,42,7.3,6,1,0,0,495,86.2,0,.,0,.
"061902130",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,35,4.7,0,0,0,0,0,.,.,.,1,0,0,0,0,10,.,.,.,0,874,182,20.8,119,13.6,21,2.4,0,0,33,3.8,115,13.2,132,15.1,124,14.2,162,18.5,162,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.6,64,7.3,140,16,34,3.9,72,8.2,0,0,37,4.2,841,96.2,0,0,49,5.6,62,7.1,22,2.5,0,0,577,66,0,.,0,.
"061902131",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,116,21.7,2.2,8,2.3,0,0,.,.,.,1,0,0,0,0,0,.,.,.,7.7,639,34,5.3,246,38.5,127,19.9,5,0.8,429,67.1,119,18.6,102,16,94,14.7,110,17.2,93,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5.5,121,18.9,0,0,309,48.4,3,0.5,201,31.5,210,32.9,1,0.2,289,45.2,72,11.3,28,4.4,0,0,137,21.4,0,.,0,.
"061902132",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,56,9.9,1.1,0,0,0,0,.,.,.,1.2,12.5,0,0,0,0,.,.,.,0,619,75,12.1,50,8.1,42,6.8,0,0,84,13.6,95,15.3,102,16.5,121,19.5,110,17.8,107,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6.3,84,13.6,0,0,126,20.4,1,0.2,50,8.1,535,86.4,3,0.5,69,11.1,68,11,30,4.8,0,0,342,55.3,0,.,0,.
"061902133",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,36,7.7,0,1.3,0,0,0,.,.,.,4.2,.,0,0,0,0,.,.,.,0,474,108,22.8,17,3.6,12,2.5,0,0,27,5.7,79,16.7,78,16.5,95,20,97,20.5,75,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9.3,50,10.5,0,0,47,9.9,5,1.1,17,3.6,447,94.3,0,0,28,5.9,45,9.5,12,2.5,0,0,290,61.2,0,.,0,.
"061902134",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,38,6.7,0,2,0,0,0,.,.,.,1.1,11.1,0,0,0,0,.,.,.,11.8,660,86,13,29,4.4,39,5.9,0,0,24,3.6,109,16.5,127,19.2,107,16.2,85,12.9,114,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,40,6.1,115,17.4,0,0,77,11.7,0,0,31,4.7,636,96.4,0,0,46,7,58,8.8,29,4.4,0,0,429,65,0,.,0,.
"061902135",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,28,3.9,1.1,0.8,0,0.8,0,.,.,.,3.3,0,0,0,0,0,.,.,.,11.1,789,152,19.3,10,1.3,10,1.3,0,0,11,1.4,105,13.3,119,15.1,144,18.3,171,21.7,154,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9.4,96,12.2,0,0,62,7.9,3,0.4,11,1.4,778,98.6,0,0,31,3.9,68,8.6,22,2.8,0,0,540,68.4,0,.,0,.
"061902136",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,22,3.3,0,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,779,173,22.2,25,3.2,20,2.6,0,0,7,0.9,123,15.8,142,18.2,131,16.8,133,17.1,123,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,127,16.3,0,0,77,9.9,1,0.1,30,3.9,772,99.1,0,0,58,7.4,52,6.7,12,1.5,0,0,496,63.7,0,.,0,.
"061902138",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,53,10.3,3.2,5.9,0,0,0,.,.,.,3.3,16.7,0,0,10,0,.,.,.,0,596,34,5.7,265,44.5,66,11.1,4,0.6,303,50.8,110,18.5,102,17.1,94,15.8,91,15.3,102,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,97,16.3,0,0,280,47,3,0.5,209,35.1,293,49.2,2,0.3,264,44.3,57,9.6,19,3.2,0,0,192,32.2,0,.,0,.
"061902139",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,161,24.5,1,0,2.2,2.1,0,.,.,.,1.9,7.1,0,0,0,0,.,.,.,22.2,704,65,9.2,59,8.4,292,41.5,4,0.5,331,47,120,17,116,16.5,131,18.6,108,15.3,104,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.7,125,17.8,0,0,136,19.3,4,0.6,60,8.5,373,53,1,0.1,119,16.9,70,9.9,35,5,0,0,171,24.3,0,.,0,.
"061902140",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,68,11.9,0,0,0,0,0,.,.,.,1.4,0,9.1,0,0,0,.,.,.,9.1,611,231,37.8,90,14.7,98,16,4,0.6,130,21.3,97,15.9,97,15.9,86,14.1,116,19,125,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.9,90,14.7,0,0,66,10.8,2,0.3,93,15.2,481,78.7,0,0,124,20.3,62,10.1,27,4.4,0,0,187,30.6,0,.,0,.
"061902141",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,757,116,15.3,480,63.4,84,11.1,0,0,587,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.9,0,0,0,0,735,97.1,451,59.6,5,0.7,480,63.4,170,22.5,0,0,511,67.5,78,10.3,9,1.2,0,0,92,12.2,0,.,0,.
"061902142",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,85,15.3,2.9,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,684,123,18,481,70.3,30,4.4,3,0.4,431,63,103,15.1,99,14.5,72,10.5,87,12.7,80,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6,23,3.4,117,17.1,122,17.8,451,65.9,2,0.3,454,66.4,253,37,0,0,477,69.7,50,7.3,8,1.2,0,0,70,10.2,0,.,0,.
"061902143",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,161,25.6,5.9,3.7,4,1.2,0,.,.,.,4.7,0,0,0,0,0,.,.,.,0,691,17,2.5,383,55.4,137,19.8,1,0.1,567,82.1,131,19,113,16.4,109,15.8,99,14.3,78,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.9,161,23.3,0,0,427,61.8,6,0.9,345,49.9,124,17.9,1,0.1,381,55.1,65,9.4,26,3.8,0,0,77,11.1,0,.,0,.
"061903001",0,0,0,0,0,0,88,91.7,8,8.3,96,100,1,1,28,29.2,0,0,63,13.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,453,2,0.4,37,8.2,24,5.3,4,0.8,195,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,26.9,126,27.8,102,22.5,103,22.7,0,0,20,4.4,0,0,0,0,125,27.6,5,1.1,35,7.7,258,57,0,0,150,33.1,42,9.3,5,1.1,422,93.2,292,64.5,5,5.2,67,69.8
"061903041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,33,13.1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,16.7,0,.,221,1,0.5,21,9.5,11,5,2,0.8,113,51.1,0,0,0,0,0,0,0,0,0,0,0,0,100,45.2,121,54.8,0,0,0,0,0,0,0,0,0,0,18,8.1,0,0,0,0,83,37.6,2,0.9,21,9.5,108,48.9,0,0,110,49.8,20,9,1,0.5,28,12.7,123,55.7,0,.,0,.
"061903101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,38,14.7,7.7,2,.,.,.,.,.,.,4.8,0,23.1,.,.,.,.,.,.,41.7,364,3,0.8,147,40.4,6,1.6,0,0,233,64,97,26.6,109,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8,4,1.1,111,30.5,44,12.1,167,45.9,17,4.7,147,40.4,131,36,0,0,241,66.2,33,9.1,10,2.7,0,0,161,44.2,0,.,0,.
"061903102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,51,10.5,.,.,3.9,0,0,1.1,.,.,.,.,.,0,0,0,0,.,.,.,472,3,0.6,109,23.1,10,2.1,0,0,260,55.1,0,0,0,0,114,24.2,117,24.8,115,24.4,126,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12.5,0,0,0,0,177,37.5,8,1.7,110,23.3,212,44.9,2,0.4,210,44.5,32,6.8,11,2.3,0,0,261,55.3,0,.,0,.
"061905001",1,1.3,0,0,0,0,52,68.4,24,31.6,76,100,0,0,16,21.1,0,0,54,11.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,513,5,1,9,1.8,5,1,8,1.6,136,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,31.2,138,26.9,101,19.7,114,22.2,0,0,26,5.1,0,0,0,0,116,22.6,5,1,9,1.8,377,73.5,1,0.2,135,26.3,32,6.2,5,1,430,83.8,376,73.3,5,6.6,59,77.6
"061905002",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,5,100,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,2,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,2,100,0,0,2,100,0,0,0,0,0,0,1,50,0,.,0,.
"061905041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,37,8.9,.,.,.,.,.,0,0.9,0,.,.,.,.,.,.,0,0,0,.,424,4,0.9,5,1.2,7,1.7,5,1.2,125,29.5,0,0,0,0,0,0,0,0,0,0,151,35.6,146,34.4,127,30,0,0,0,0,0,0,0,0,0,0,22,5.2,0,0,0,0,84,19.8,2,0.5,5,1.2,299,70.5,0,0,103,24.3,41,9.7,3,0.7,158,37.3,324,76.4,0,.,0,.
"061905101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,26,8.2,.,0.8,1.5,.,.,.,.,.,.,.,4.2,0,.,.,.,.,.,.,295,0,0,33,11.2,5,1.7,1,0.3,102,34.6,0,0,140,47.5,155,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0,0,0,0,70,23.7,2,0.7,34,11.5,193,65.4,0,0,129,43.7,34,11.5,7,2.4,0,0,211,71.5,0,.,0,.
"061905102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,22,7.4,.,.,.,0.9,0,.,.,.,.,.,.,.,0,0,.,.,.,.,297,2,0.7,26,8.8,5,1.7,1,0.3,111,37.4,0,0,0,0,0,0,164,55.2,133,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6.7,0,0,0,0,65,21.9,3,1,27,9.1,186,62.6,1,0.3,85,28.6,30,10.1,3,1,0,0,218,73.4,0,.,0,.
"061905103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,20,13.3,2.4,.,.,.,.,.,.,.,3.1,0,.,.,.,.,.,.,.,9.1,360,1,0.3,94,26.1,10,2.8,0,0,164,45.6,157,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.7,5,1.4,133,36.9,64,17.8,118,32.8,3,0.8,67,18.6,196,54.4,0,0,189,52.5,41,11.4,6,1.7,0,0,222,61.7,0,.,0,.
"061906001",2,2.5,0,0,0,0,72,88.9,9,11.1,81,100,1,1.2,9,11.1,0,0,59,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,386,3,0.8,5,1.3,3,0.8,14,3.5,111,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,31.6,89,23.1,82,21.2,93,24.1,0,0,46,11.9,0,0,0,0,60,15.5,5,1.3,5,1.3,275,71.2,1,0.3,110,28.5,34,8.8,7,1.8,344,89.1,307,79.5,4,4.9,69,85.2
"061906041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,47,13.8,.,.,.,.,.,0,2.6,0,.,.,.,.,.,.,0,7.1,0,.,293,2,0.7,3,1,3,1,2,0.6,91,31.1,0,0,0,0,0,0,0,0,0,0,91,31.1,111,37.9,91,31.1,0,0,0,0,0,0,0,0,0,0,40,13.7,0,0,0,0,48,16.4,0,0,3,1,202,68.9,0,0,69,23.5,20,6.8,6,2,11,3.8,234,79.9,0,.,0,.
"061906101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,97,19,4.3,5.1,0,0,4.8,.,.,.,4,14.3,0,0,0,0,.,.,.,33.3,565,6,1.1,40,7.1,11,1.9,1,0.2,245,43.4,90,15.9,74,13.1,92,16.3,75,13.3,109,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,33,5.8,80,14.2,43,7.6,123,21.8,2,0.4,40,7.1,320,56.6,0,0,206,36.5,51,9,4,0.7,0,0,419,74.2,0,.,0,.
"061907001",3,2.9,0,0,0,0,78,74.3,27,25.7,105,100,4,3.8,19,18.1,2,1.9,69,12.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,538,2,0.4,3,0.6,13,2.4,28,5.1,141,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,30.7,120,22.3,133,24.7,120,22.3,0,0,47,8.7,0,0,0,0,95,17.7,3,0.6,5,0.9,397,73.8,0,0,105,19.5,34,6.3,8,1.5,464,86.2,417,77.5,13,12.4,77,73.3
"061907041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,48,9.9,.,.,.,.,.,0,0.8,0.7,.,.,.,.,.,.,0,0,0,.,453,4,0.9,13,2.9,18,4,0,0,129,28.5,0,0,0,0,0,0,0,0,0,0,144,31.8,170,37.5,139,30.7,0,0,0,0,0,0,0,0,0,0,51,11.3,0,0,0,0,64,14.1,1,0.2,13,2.9,324,71.5,0,0,71,15.7,38,8.4,0,0,129,28.5,366,80.8,0,.,0,.
"061907101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,58,12.7,2.7,5.5,1.4,1.5,2.5,.,.,.,3.1,11.1,18.2,0,0,0,.,.,.,10,486,0,0,27,5.6,12,2.5,0,0,166,34.2,78,16,87,17.9,81,16.7,83,17.1,83,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.5,74,15.2,0,0,65,13.4,2,0.4,27,5.6,320,65.8,0,0,173,35.6,40,8.2,3,0.6,0,0,404,83.1,0,.,0,.
"061907102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,37,10.9,3.3,0,1.8,0,2.3,.,.,.,0,25,0,0,0,0,.,.,.,25,525,5,1,33,6.3,26,5,0,0,165,31.4,88,16.8,73,13.9,78,14.9,64,12.2,57,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.5,17,3.2,77,14.7,80,15.2,101,19.2,4,0.8,33,6.3,360,68.6,1,0.2,158,30.1,52,9.9,10,1.9,0,0,378,72,0,.,0,.
"061908001",4,2.6,1,0.7,0,0,125,81.7,28,18.3,153,100,3,2,26,17,1,0.7,94,12.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,734,1,0.1,8,1.1,13,1.8,20,2.7,252,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,28.6,224,30.5,148,20.2,152,20.7,0,0,27,3.7,0,0,0,0,173,23.6,7,1,8,1.1,482,65.7,0,0,279,38,70,9.5,15,2,626,85.3,525,71.5,16,10.5,118,77.1
"061908003",0,0,0,0,0,0,2,11.8,15,88.2,17,100,0,0,4,23.5,0,0,33,70.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,0,0,0,0,0,0,0,0,9,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.8,3,17.6,5,29.4,7,41.2,0,0,0,0,0,0,0,0,6,35.3,0,0,0,0,8,47.1,0,0,15,88.2,1,5.9,0,0,4,23.5,11,64.7,14,82.4,13,76.5
"061908041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,44,10.9,.,.,.,.,.,.,0.6,0,.,.,.,.,.,.,.,0,8.3,.,423,4,0.9,5,1.2,11,2.6,19,4.7,178,42.1,0,0,0,0,0,0,0,0,0,0,0,0,234,55.3,189,44.7,0,0,0,0,0,0,0,0,0,0,14,3.3,0,0,0,0,96,22.7,4,0.9,5,1.2,245,57.9,0,0,105,24.8,34,8,9,2.1,138,32.6,299,70.7,0,.,0,.
"061908101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,54,14.2,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,.,.,.,343,1,0.3,26,7.6,6,1.7,1,0.3,164,47.8,0,0,0,0,122,35.6,104,30.3,117,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6.1,0,0,0,0,77,22.4,4,1.2,26,7.6,179,52.2,0,0,122,35.6,46,13.4,3,0.9,0,0,252,73.5,0,.,0,.
"061908102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,37,12.8,1.6,0.9,.,.,.,.,.,.,5.6,7.1,0,.,.,.,.,.,.,5.9,414,1,0.2,42,10.1,4,1,0,0,201,48.6,126,30.4,141,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,147,35.5,0,0,90,21.7,4,1,42,10.1,213,51.4,0,0,128,30.9,44,10.6,21,5.1,0,0,294,71,0,.,0,.
"061908104",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,70,17.4,0,5.2,0,0,0,.,.,.,3.3,9.1,0,0,0,0,.,.,.,0,522,7,1.3,64,12.3,20,3.8,0,0,280,53.6,72,13.8,72,13.8,65,12.5,77,14.8,85,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8,19,3.6,70,13.4,77,14.8,144,27.6,7,1.3,65,12.5,242,46.4,1,0.2,146,28,47,9,24,4.6,0,0,319,61.1,0,.,0,.
"061908105",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,28,11.3,.,.,.,.,.,0,.,.,.,.,.,.,.,.,0,.,.,.,209,1,0.5,4,1.9,7,3.3,0,0,85,40.7,0,0,0,0,0,0,0,0,0,0,209,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7.7,0,0,0,0,37,17.7,6,2.9,4,1.9,124,59.3,0,0,35,16.7,17,8.1,5,2.4,0,0,153,73.2,0,.,0,.
