DISTRICT,D20GR14N,D20GR14R,D30GR14N,D30GR14R,D40GR14N,D40GR14R,DA0GF14N,DA0GF14P,DA0GH14N,DA0GH14P,DA0GM14N,DA0GM14P,DA0GR14N,DA0GR14R,DB0GR14N,DB0GR14R,DH0GR14N,DH0GR14R,DI0GR14N,DI0GR14R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR14N,DS0GR14R,DW0GR14N,DW0GR14R
"001902",2,6.1,0,0,0,0,0,0,30,90.9,3,9.1,33,100,2,6.1,3,9.1,0,0,577,3,0.5,27,4.7,4,0.6,210,36.4,37,6.4,0,0,1,0.2,367,63.6,0,0,206,35.7,32,5.5,478,82.8,6,18.2,26,78.8
"001903",2,2.8,1,1.4,0,0,0,0,58,80.6,14,19.4,72,100,1,1.4,5,6.9,0,0,1217,13,1.1,64,5.3,5,0.4,648,53.2,108,8.9,1,0.1,16,1.3,569,46.8,2,0.2,406,33.4,38,3.1,991,81.4,6,8.3,63,87.5
"001904",1,1.8,0,0,0,0,0,0,48,84.2,9,15.8,57,100,10,17.5,3,5.3,1,1.8,803,7,0.9,89,11.1,9,1.1,446,55.5,83,10.3,4,0.5,19,2.4,357,44.5,0,0,334,41.6,32,4,588,73.2,12,21.1,42,73.7
"001906",1,2.5,1,2.5,0,0,0,0,32,80,8,20,40,100,2,5,6,15,0,0,370,1,0.3,30,8.1,2,0.5,156,42.2,41,11.1,0,0,3,0.8,214,57.8,0,0,117,31.6,6,1.6,292,78.9,4,10,30,75
"001907",1,0.6,2,1.1,0,0,0,0,163,92.6,13,7.4,176,100,56,31.8,56,31.8,0,0,3352,29,0.9,911,27.2,79,2.1,2458,73.3,1311,39.1,47,1.4,523,15.6,894,26.7,3,0.1,2069,61.7,93,2.8,958,28.6,14,8,61,34.7
"001908",5,6.3,1,1.3,2,2.5,0,0,65,82.3,14,17.7,79,100,18,22.8,8,10.1,0,0,1595,13,0.8,277,17.4,26,1.5,1020,63.9,398,25,5,0.3,95,6,575,36.1,0,0,796,49.9,57,3.6,845,53,9,11.4,45,57
"001909",0,0,0,0,0,0,2,6.9,23,79.3,4,13.8,29,100,0,0,0,0,1,3.4,389,0,0,5,1.3,7,1.6,163,41.9,22,5.7,4,1,0,0,226,58.1,0,0,138,35.5,8,2.1,350,90,4,13.8,28,96.6
"002901",2,0.9,0,0,0,0,0,0,174,75.7,56,24.3,230,100,4,1.7,136,59.1,2,0.9,4006,14,0.3,60,1.5,32,0.8,1464,36.5,2670,66.7,7,0.2,507,12.7,2542,63.5,0,0,1690,42.2,59,1.5,1196,29.9,24,10.4,86,37.4
"003801",0,0,1,4.8,0,0,0,0,20,95.2,1,4.8,21,100,3,14.3,2,9.5,0,0,811,19,2.3,134,16.5,0,0,407,50.2,140,17.3,0,0,41,5.1,404,49.8,1,0.1,273,33.7,15,1.8,502,61.9,3,14.3,15,71.4
"003902",3,1.7,4,2.2,0,0,0,0,153,84.5,28,15.5,181,100,5,2.8,48,26.5,1,0.6,2816,24,0.9,191,6.8,64,2.1,1499,53.2,647,23,25,0.9,178,6.3,1317,46.8,1,0,988,35.1,38,1.3,1890,67.1,8,4.4,120,66.3
"003903",8,1.5,13,2.5,1,0.2,0,0,417,79.7,106,20.3,523,100,138,26.4,191,36.5,1,0.2,8322,143,1.7,2413,29,316,3.5,6152,73.9,3268,39.3,19,0.2,1548,18.6,2170,26.1,10,0.1,5105,61.3,167,2,2302,27.7,110,21,171,32.7
"003904",3,2.1,0,0,0,0,0,0,89,61,57,39,146,100,4,2.7,6,4.1,1,0.7,1755,2,0.1,29,1.7,27,1.4,888,50.6,116,6.6,9,0.5,17,1,867,49.4,0,0,810,46.2,40,2.3,1559,88.8,9,6.2,132,90.4
"003905",0,0,0,0,0,0,0,0,87,71.3,35,28.7,122,100,14,11.5,67,54.9,0,0,1930,6,0.3,232,12,31,1.4,1296,67.2,1039,53.8,2,0.1,366,19,634,32.8,2,0.1,1146,59.4,30,1.6,619,32.1,11,9,41,33.6
"003906",1,4,0,0,0,0,0,0,20,80,5,20,25,100,0,0,0,0,0,0,412,0,0,4,1,0,0,245,59.5,16,3.9,3,0.7,0,0,167,40.5,0,0,184,44.7,8,1.9,381,92.5,4,16,24,96
"003907",2,1.9,0,0,0,0,0,0,76,73.8,27,26.2,103,100,1,1,13,12.6,0,0,1575,1,0.1,98,6.2,33,1.9,837,53.1,315,20,7,0.4,52,3.3,738,46.9,0,0,703,44.6,30,1.9,1124,71.4,10,9.7,87,84.5
"004901",2,1,8,4,0,0,0,0,171,85.9,28,14.1,199,100,1,0.5,80,40.2,0,0,3246,71,2.2,48,1.5,131,3.6,1801,55.5,1305,40.2,12,0.4,117,3.6,1445,44.5,1,0,1594,49.1,79,2.4,1730,53.3,16,8,108,54.3
"005901",0,0,0,0,0,0,0,0,21,65.6,11,34.4,32,100,0,0,5,15.6,0,0,482,0,0,4,0.8,8,1.6,179,37.1,42,8.7,3,0.6,8,1.7,303,62.9,0,0,152,31.5,21,4.4,412,85.5,3,9.4,27,84.4
"005902",0,0,0,0,0,0,11,16.7,50,75.8,5,7.6,66,100,0,0,3,4.5,2,3,901,1,0.1,3,0.3,4,0.4,213,23.6,61,6.8,3,0.3,3,0.3,688,76.4,0,0,319,35.4,15,1.7,818,90.8,2,3,61,92.4
"005904",0,0,0,0,0,0,0,0,39,97.5,1,2.5,40,100,0,0,8,20,0,0,458,1,0.2,1,0.2,0,0,158,34.5,130,28.4,5,1.1,38,8.3,300,65.5,0,0,200,43.7,2,0.4,319,69.7,1,2.5,32,80
"006902",0,0,0,0,0,0,0,0,26,86.7,4,13.3,30,100,0,0,3,10,0,0,357,0,0,9,2.5,2,0.5,146,40.9,45,12.6,2,0.6,3,0.8,211,59.1,0,0,119,33.3,8,2.2,293,82.1,3,10,27,90
"007901",0,0,0,0,0,0,0,0,17,63,10,37,27,100,0,0,19,70.4,0,0,513,0,0,1,0.2,6,1,356,69.4,447,87.1,0,0,32,6.2,157,30.6,0,0,349,68,3,0.6,62,12.1,1,3.7,8,29.6
"007902",2,2.1,2,2.1,1,1,55,56.7,37,38.1,5,5.2,97,100,1,1,60,61.9,0,0,1633,2,0.1,16,1,29,1.6,919,56.3,956,58.5,3,0.2,35,2.1,714,43.7,0,0,767,47,14,0.9,642,39.3,6,6.2,31,32
"007904",1,0.8,0,0,0,0,0,0,118,96.7,4,3.3,122,100,0,0,97,79.5,0,0,1720,0,0,16,0.9,38,2,1228,71.4,1368,79.5,8,0.5,146,8.5,492,28.6,4,0.2,897,52.2,9,0.5,315,18.3,6,4.9,24,19.7
"007905",2,0.9,0,0,0,0,0,0,182,85.4,31,14.6,213,100,0,0,143,67.1,0,0,3568,16,0.4,17,0.5,75,1.9,1820,51,2485,69.6,8,0.2,110,3.1,1748,49,0,0,1677,47,29,0.8,1013,28.4,27,12.7,68,31.9
"007906",0,0,0,0,0,0,0,0,90,90,10,10,100,100,1,1,92,92,0,0,1742,2,0.1,5,0.3,35,1.8,1336,76.7,1476,84.7,6,0.3,78,4.5,406,23.3,0,0,1024,58.8,8,0.5,245,14.1,11,11,7,7
"008901",7,4.7,0,0,0,0,0,0,116,77.9,33,22.1,149,100,18,12.1,32,21.5,1,0.7,2159,6,0.3,219,10.1,25,1.1,996,46.1,611,28.3,7,0.3,182,8.4,1163,53.9,1,0,906,42,48,2.2,1267,58.7,21,14.1,91,61.1
"008902",1,0.5,1,0.5,0,0,0,0,161,88,22,12,183,100,11,6,74,40.4,1,0.5,2793,11,0.4,289,10.3,41,1.4,1585,56.7,1310,46.9,6,0.2,348,12.5,1208,43.3,2,0.1,1275,45.6,53,1.9,1122,40.2,22,12,95,51.9
"008903",2,3.6,0,0,0,0,0,0,50,90.9,5,9.1,55,100,3,5.5,31,56.4,0,0,836,6,0.7,84,10,6,0.7,475,56.8,399,47.7,0,0,96,11.5,361,43.2,0,0,368,44,18,2.2,329,39.4,1,1.8,19,34.5
"009901",0,0,0,0,0,0,0,0,57,82.6,12,17.4,69,100,0,0,52,75.4,0,0,1423,10,0.7,7,0.5,41,2.6,1210,85,1183,83.1,0,0,278,19.5,213,15,0,0,732,51.4,1,0.1,222,15.6,6,8.7,17,24.6
"010901",0,0,0,0,0,0,0,0,13,65,7,35,20,100,0,0,3,15,0,0,268,0,0,4,1.5,3,0.9,163,60.8,66,24.6,1,0.4,19,7.1,105,39.2,0,0,118,44,8,3,189,70.5,2,10,17,85
"010902",4,2.5,0,0,0,0,0,0,109,67.3,53,32.7,162,100,1,0.6,36,22.2,3,1.9,2272,9,0.4,11,0.5,42,1.6,1152,50.7,711,31.3,13,0.6,87,3.8,1120,49.3,2,0.1,1034,45.5,29,1.3,1497,65.9,20,12.3,118,72.8
"011901",15,2.6,4,0.7,0,0,1,0.2,428,75.2,140,24.6,569,100,33,5.8,260,45.7,2,0.4,9905,52,0.5,554,5.6,263,2.5,6640,67,5948,60.1,40,0.4,2255,22.8,3265,33,6,0.1,6300,63.6,261,2.6,3044,30.7,60,10.5,255,44.8
"011902",5,2,1,0.4,0,0,6,2.4,225,90.4,18,7.2,249,100,32,12.9,107,43,0,0,4258,15,0.4,568,13.3,139,3.1,3104,72.9,2479,58.2,7,0.2,891,20.9,1154,27.1,3,0.1,2826,66.4,102,2.4,1084,25.5,16,6.4,104,41.8
"011904",2,1.5,1,0.8,0,0,0,0,94,70.7,39,29.3,133,100,17,12.8,23,17.3,1,0.8,1758,8,0.5,131,7.5,52,2.7,1003,57.1,526,29.9,6,0.3,85,4.8,755,42.9,1,0.1,719,40.9,65,3.7,1021,58.1,13,9.8,89,66.9
"011905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,206,0,0,1,0.5,0,0,142,68.9,108,52.4,0,0,58,28.2,64,31.1,0,0,149,72.3,0,0,97,47.1,.,.,.,.
"012901",0,0,0,0,0,0,0,0,21,77.8,6,22.2,27,100,1,3.7,4,14.8,0,0,593,1,0.2,13,2.2,4,0.7,313,52.8,115,19.4,3,0.5,2,0.3,280,47.2,0,0,166,28,19,3.2,442,74.5,1,3.7,22,81.5
"013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,450,12,2.7,6,1.3,0,0,323,71.8,359,79.8,0,0,7,1.6,127,28.2,0,0,213,47.3,5,1.1,68,15.1,.,.,.,.
"013901",0,0,2,0.9,0,0,0,0,191,86.4,30,13.6,221,100,9,4.1,170,76.9,1,0.5,3396,13,0.4,87,2.6,82,2.1,2583,76.1,2813,82.8,9,0.3,102,3,813,23.9,3,0.1,2201,64.8,30,0.9,441,13,29,13.1,39,17.6
"013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,182,0,0,4,2.2,1,0.6,118,64.8,139,76.4,0,0,4,2.2,64,35.2,0,0,47,25.8,0,0,39,21.4,.,.,.,.
"013903",0,0,0,0,0,0,0,0,14,58.3,10,41.7,24,100,3,12.5,16,66.7,0,0,430,1,0.2,8,1.9,6,1.2,240,55.8,272,63.3,3,0.7,3,0.7,190,44.2,0,0,218,50.7,4,0.9,142,33,5,20.8,5,20.8
"013905",0,0,0,0,0,0,0,0,52,85.2,9,14.8,61,100,0,0,41,67.2,1,1.6,802,7,0.9,9,1.1,4,0.5,409,51,525,65.5,3,0.4,9,1.1,393,49,2,0.2,349,43.5,3,0.4,253,31.5,6,9.8,19,31.1
"014801",0,0,0,0,0,0,0,0,8,23.5,26,76.5,34,100,14,41.2,13,38.2,0,0,1672,6,0.4,224,13.4,0,0,1216,72.7,980,58.6,12,0.7,9,0.5,456,27.3,3,0.2,1483,88.7,21,1.3,426,25.5,4,11.8,7,20.6
"014802",4,6.1,1,1.5,2,3,0,0,0,0,66,100,66,100,21,31.8,24,36.4,0,0,72,0,0,33,45.8,0,0,47,65.3,22,30.6,0,0,0,0,25,34.7,0,0,72,100,3,4.2,14,19.4,3,4.5,14,21.2
"014803",1,6.7,0,0,0,0,0,0,15,100,0,0,15,100,0,0,2,13.3,0,0,914,11,1.2,135,14.8,0,0,463,50.7,246,26.9,6,0.7,11,1.2,451,49.3,3,0.3,189,20.7,37,4,476,52.1,1,6.7,12,80
"014804",1,1.8,2,3.6,0,0,0,0,50,90.9,5,9.1,55,100,1,1.8,5,9.1,0,0,1321,32,2.4,81,6.1,0,0,317,24,257,19.5,6,0.5,14,1.1,1004,76,0,0,476,36,41,3.1,904,68.4,1,1.8,46,83.6
"014901",3,3.8,2,2.5,0,0,0,0,53,66.3,27,33.8,80,100,2,2.5,10,12.5,1,1.3,1361,15,1.1,43,3.2,12,0.9,538,39.5,313,23,9,0.7,57,4.2,823,60.5,1,0.1,465,34.2,31,2.3,949,69.7,7,8.8,62,77.5
"014902",0,0,0,0,0,0,0,0,31,91.2,3,8.8,34,100,3,8.8,22,64.7,0,0,395,0,0,38,9.6,4,0.9,304,77,251,63.5,2,0.5,44,11.1,91,23,0,0,231,58.5,10,2.5,94,23.8,1,2.9,9,26.5
"014903",18,2.9,12,2,0,0,0,0,490,79.9,123,20.1,613,100,39,6.4,191,31.2,3,0.5,10488,170,1.6,672,6.4,164,1.4,4804,45.8,3362,32.1,62,0.6,738,7,5684,54.2,21,0.2,4823,46,410,3.9,5791,55.2,55,9,350,57.1
"014905",0,0,0,0,0,0,0,0,24,60,16,40,40,100,3,7.5,12,30,1,2.5,650,1,0.2,21,3.2,3,0.4,313,48.2,196,30.2,0,0,20,3.1,337,51.8,0,0,206,31.7,11,1.7,421,64.8,2,5,24,60
"014906",123,6.3,79,4,24,1.2,12,0.6,1336,68.4,606,31,1954,100,797,40.8,473,24.2,13,0.7,42581,1051,2.5,14281,33.5,890,1.9,24434,57.4,12163,28.6,267,0.6,3677,8.6,18147,42.6,724,1.7,23123,54.3,3079,7.2,11016,25.9,230,11.8,445,22.8
"014907",0,0,0,0,0,0,0,0,66,83.5,13,16.5,79,100,1,1.3,17,21.5,1,1.3,856,6,0.7,16,1.9,10,1.1,395,46.1,243,28.4,3,0.4,34,4,461,53.9,0,0,323,37.7,5,0.6,583,68.1,7,8.9,60,75.9
"014908",6,5.1,2,1.7,0,0,0,0,104,88.1,14,11.9,118,100,1,0.8,25,21.2,5,4.2,1558,12,0.8,17,1.1,10,0.6,399,25.6,335,21.5,9,0.6,123,7.9,1159,74.4,2,0.1,515,33.1,36,2.3,1147,73.6,6,5.1,79,66.9
"014909",21,4.3,9,1.9,0,0,0,0,348,71.8,137,28.2,485,100,124,25.6,190,39.2,3,0.6,8609,147,1.7,2372,27.6,258,2.7,6518,75.7,3407,39.6,41,0.5,813,9.4,2091,24.3,17,0.2,5281,61.3,242,2.8,2383,27.7,54,11.1,138,28.5
"014910",1,1.2,0,0,1,1.2,0,0,72,86.7,11,13.3,83,100,1,1.2,19,22.9,0,0,1467,6,0.4,19,1.3,13,0.8,704,48,354,24.1,10,0.7,40,2.7,763,52,1,0.1,574,39.1,26,1.8,1051,71.6,6,7.2,61,73.5
"015801",1,1.1,0,0,0,0,0,0,34,36.2,60,63.8,94,100,3,3.2,82,87.2,0,0,352,2,0.6,12,3.4,0,0,224,63.6,307,87.2,0,0,1,0.3,128,36.4,0,0,253,71.9,4,1.1,27,7.7,30,31.9,8,8.5
"015802",1,2.1,0,0,0,0,0,0,31,66,16,34,47,100,13,27.7,32,68.1,0,0,1122,4,0.4,350,31.2,0,0,1120,99.8,715,63.7,0,0,148,13.2,2,0.2,1,0.1,991,88.3,10,0.9,42,3.7,2,4.3,1,2.1
"015803",0,0,0,0,0,0,0,0,8,100,0,0,8,100,1,12.5,6,75,0,0,469,0,0,65,13.9,0,0,463,98.7,385,82.1,2,0.4,32,6.8,6,1.3,1,0.2,56,11.9,5,1.1,11,2.3,3,37.5,1,12.5
"015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,675,0,0,11,1.6,0,0,573,84.9,643,95.3,0,0,76,11.3,102,15.1,0,0,470,69.6,1,0.1,20,3,.,.,.,.
"015806",3,11.5,0,0,0,0,0,0,22,84.6,4,15.4,26,100,7,26.9,16,61.5,0,0,1115,1,0.1,338,30.3,3,0.2,1044,93.6,710,63.7,1,0.1,172,15.4,71,6.4,4,0.4,802,71.9,22,2,39,3.5,4,15.4,0,0
"015807",1,1,0,0,0,0,0,0,51,52.6,46,47.4,97,100,23,23.7,63,64.9,0,0,898,1,0.1,124,13.8,10,1,721,80.3,705,78.5,0,0,114,12.7,177,19.7,1,0.1,742,82.6,14,1.6,53,5.9,9,9.3,10,10.3
"015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,773,1,0.1,113,14.6,0,0,636,82.3,317,41,6,0.8,31,4,137,17.7,0,0,648,83.8,19,2.5,317,41,.,.,.,.
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,432,1,0.2,9,2.1,0,0,367,85,401,92.8,0,0,87,20.1,65,15,0,0,323,74.8,1,0.2,20,4.6,.,.,.,.
"015814",0,0,0,0,0,0,0,0,17,48.6,18,51.4,35,100,1,2.9,32,91.4,0,0,172,0,0,2,1.2,0,0,160,93,168,97.7,0,0,17,9.9,12,7,0,0,158,91.9,1,0.6,1,0.6,2,5.7,2,5.7
"015815",0,0,0,0,0,0,0,0,21,84,4,16,25,100,1,4,21,84,0,0,579,38,6.6,54,9.3,0,0,389,67.2,413,71.3,1,0.2,133,23,190,32.8,1,0.2,469,81,15,2.6,57,9.8,4,16,3,12
"015816",0,0,0,0,0,0,0,0,14,82.4,3,17.6,17,100,2,11.8,14,82.4,0,0,221,0,0,33,14.9,0,0,81,36.7,162,73.3,3,1.4,4,1.8,140,63.3,0,0,216,97.7,2,0.9,21,9.5,1,5.9,1,5.9
"015819",0,0,0,0,0,0,0,0,6,75,2,25,8,100,5,62.5,0,0,0,0,749,3,0.4,278,37.1,0,0,526,70.2,223,29.8,4,0.5,35,4.7,223,29.8,0,0,598,79.8,36,4.8,205,27.4,2,25,3,37.5
"015820",0,0,0,0,0,0,0,0,36,90,4,10,40,100,2,5,32,80,0,0,426,0,0,20,4.7,0,0,373,87.6,346,81.2,0,0,0,0,53,12.4,2,0.5,374,87.8,5,1.2,53,12.4,3,7.5,6,15
"015822",0,0,1,2.5,0,0,0,0,36,90,4,10,40,100,0,0,38,95,0,0,4251,48,1.1,323,7.6,0,0,2968,69.8,3387,79.7,2,0,747,17.6,1283,30.2,1,0,2295,54,81,1.9,409,9.6,2,5,1,2.5
"015823",0,0,1,3.2,0,0,0,0,13,41.9,18,58.1,31,100,0,0,29,93.5,0,0,57,0,0,2,3.5,0,0,55,96.5,54,94.7,0,0,3,5.3,2,3.5,0,0,54,94.7,0,0,1,1.8,2,6.5,1,3.2
"015825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,262,0,0,14,5.3,0,0,232,88.5,241,92,0,0,60,22.9,30,11.5,0,0,192,73.3,1,0.4,6,2.3,.,.,.,.
"015826",0,0,1,1.7,0,0,0,0,55,91.7,5,8.3,60,100,3,5,54,90,0,0,1920,1,0.1,53,2.8,1,0.1,1644,85.6,1817,94.6,0,0,483,25.2,276,14.4,0,0,875,45.6,8,0.4,41,2.1,9,15,2,3.3
"015827",0,0,4,13.3,1,3.3,0,0,30,100,0,0,30,100,5,16.7,19,63.3,0,0,844,32,3.8,108,12.8,0,0,482,57.1,451,53.4,2,0.2,55,6.5,362,42.9,0,0,288,34.1,46,5.5,205,24.3,0,0,1,3.3
"015828",0,0,4,7,0,0,0,0,55,96.5,2,3.5,57,100,1,1.8,49,86,0,0,3150,59,1.9,232,7.4,0,0,2149,68.2,2529,80.3,6,0.2,596,18.9,1001,31.8,3,0.1,1365,43.3,38,1.2,283,9,4,7,3,5.3
"015830",0,0,0,0,0,0,0,0,78,100,0,0,78,100,3,3.8,61,78.2,0,0,1776,12,0.7,41,2.3,0,0,1226,69,1581,89,3,0.2,125,7,550,31,1,0.1,985,55.5,6,0.3,132,7.4,5,6.4,14,17.9
"015831",0,0,1,6.3,0,0,0,0,16,100,0,0,16,100,2,12.5,10,62.5,0,0,1082,50,4.6,76,7,0,0,672,62.1,768,71,1,0.1,63,5.8,410,37.9,0,0,315,29.1,9,0.8,178,16.5,0,0,3,18.8
"015832",0,0,0,0,0,0,0,0,12,92.3,1,7.7,13,100,2,15.4,11,84.6,0,0,111,0,0,5,4.5,0,0,97,87.4,105,94.6,0,0,32,28.8,14,12.6,0,0,79,71.2,1,0.9,0,0,1,7.7,0,0
"015833",0,0,0,0,0,0,0,0,51,91.1,5,8.9,56,100,3,5.4,48,85.7,0,0,158,0,0,1,0.6,0,0,108,68.4,130,82.3,3,1.9,3,1.9,50,31.6,1,0.6,103,65.2,2,1.3,21,13.3,2,3.6,5,8.9
"015834",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1052,284,27,33,3.1,0,0,0,0,346,32.9,2,0.2,2,0.2,1052,100,1,0.1,2,0.2,65,6.2,321,30.5,.,.,.,.
"015835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,572,32,5.6,18,3.1,0,.,80,14,209,36.5,0,0,13,2.3,492,86,0,0,33,5.8,12,2.1,301,52.6,.,.,.,.
"015836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,258,3,1.2,3,1.2,0,0,49,19,130,50.4,0,0,8,3.1,209,81,1,0.4,47,18.2,11,4.3,110,42.6,.,.,.,.
"015901",7,2,7,2,0,0,11,3.1,301,85.3,41,11.6,353,100,6,1.7,115,32.6,2,0.6,4760,113,2.4,57,1.2,58,1.2,979,20.6,1919,40.3,17,0.4,233,4.9,3781,79.4,2,0,1347,28.3,74,1.6,2578,54.2,12,3.4,216,61.2
"015904",1,0.1,1,0.1,0,0,26,2.9,714,80.6,146,16.5,886,100,1,0.1,856,96.6,0,0,15270,13,0.1,64,0.4,402,2.4,13500,88.4,14878,97.4,9,0.1,2556,16.7,1770,11.6,2,0,10658,69.8,21,0.1,283,1.9,62,7,27,3
"015905",0,0,1,0.2,0,0,0,0,440,82.6,93,17.4,533,100,2,0.4,527,98.9,1,0.2,11726,10,0.1,146,1.2,270,2,11040,94.1,11494,98,5,0,2187,18.7,686,5.9,0,0,9180,78.3,15,0.1,56,0.5,68,12.8,2,0.4
"015906",9,15,2,3.3,0,0,4,6.7,52,86.7,4,6.7,60,100,8,13.3,5,8.3,0,0,1293,44,3.4,249,19.3,4,0.3,116,9,287,22.2,3,0.2,6,0.5,1177,91,13,1,222,17.2,133,10.3,564,43.6,4,6.7,36,60
"015907",2,0.1,4,0.2,0,0,44,1.7,2018,80.1,456,18.1,2518,100,139,5.5,2331,92.6,1,0,53701,133,0.2,3437,6.4,725,1.2,49213,91.6,48866,91,46,0.1,10203,19,4488,8.4,21,0,38271,71.3,225,0.4,973,1.8,271,10.8,41,1.6
"015908",2,0.4,3,0.6,0,0,53,10.6,415,83,32,6.4,500,100,1,0.2,483,96.6,0,0,9953,9,0.1,133,1.3,225,1.9,9203,92.5,9631,96.8,14,0.1,1514,15.2,750,7.5,6,0.1,7156,71.9,10,0.1,150,1.5,35,7,11,2.2
"015909",1,0.4,0,0,0,0,0,0,196,84.5,36,15.5,232,100,3,1.3,196,84.5,0,0,3932,1,0,22,0.6,77,1.7,3126,79.5,3398,86.4,8,0.2,544,13.8,806,20.5,9,0.2,2454,62.4,31,0.8,463,11.8,21,9.1,32,13.8
"015910",152,3.3,176,3.8,19,0.4,160,3.4,3664,78.4,852,18.2,4676,100,353,7.5,2391,51.1,12,0.3,67757,2437,3.6,4925,7.3,1005,1.4,30596,45.2,39005,57.6,188,0.3,6931,10.2,37161,54.8,110,0.2,26085,38.5,2074,3.1,19018,28.1,308,6.6,1573,33.6
"015911",7,1.1,2,0.3,0,0,0,0,575,91.9,51,8.1,626,100,53,8.5,403,64.4,1,0.2,9811,35,0.4,782,8,212,2,6262,63.8,7074,72.1,14,0.1,905,9.2,3549,36.2,6,0.1,5645,57.5,115,1.2,1785,18.2,28,4.5,160,25.6
"015912",9,1.3,8,1.1,0,0,37,5.3,549,78.3,115,16.4,701,100,13,1.9,629,89.7,0,0,13479,44,0.3,390,2.9,409,2.8,11155,82.8,12202,90.5,16,0.1,2031,15.1,2324,17.2,6,0,9248,68.6,113,0.8,708,5.3,74,10.6,42,6
"015913",1,3.7,1,3.7,0,0,0,0,25,92.6,2,7.4,27,100,5,18.5,4,14.8,0,0,880,26,3,150,17,0,0,303,34.4,198,22.5,5,0.6,17,1.9,577,65.6,13,1.5,203,23.1,101,11.5,387,44,1,3.7,16,59.3
"015914",9,10.7,2,2.4,0,0,7,8.3,66,78.6,11,13.1,84,100,21,25,12,14.3,1,1.2,1513,41,2.7,295,19.5,31,1.7,450,29.7,433,28.6,12,0.8,53,3.5,1063,70.3,16,1.1,403,26.6,147,9.7,569,37.6,12,14.3,39,46.4
"015915",230,3.6,206,3.2,19,0.3,244,3.8,5428,84.2,772,12,6444,100,424,6.6,4213,65.4,13,0.2,102950,3164,3.1,6471,6.3,1324,1.2,52700,51.2,70393,68.4,138,0.1,8171,7.9,50250,48.8,266,0.3,41290,40.1,2841,2.8,19677,19.1,548,8.5,1339,20.8
"015916",43,3.2,41,3,2,0.1,16,1.2,1091,80.1,255,18.7,1362,100,389,28.6,626,46,2,0.1,23292,433,1.9,5242,22.5,398,1.5,14753,63.3,12968,55.7,60,0.3,2026,8.7,8539,36.7,83,0.4,17098,73.4,780,3.3,3726,16,108,7.9,259,19
"015917",0,0,0,0,0,0,0,0,247,92.2,21,7.8,268,100,2,0.7,241,89.9,1,0.4,5332,14,0.3,62,1.2,143,2.5,4158,78,4815,90.3,3,0.1,799,15,1174,22,1,0,3537,66.3,21,0.4,416,7.8,21,7.8,24,9
"016901",1,2.3,0,0,0,0,0,0,31,70.5,13,29.5,44,100,0,0,11,25,1,2.3,679,2,0.3,0,0,2,0.3,266,39.2,197,29,7,1,46,6.8,413,60.8,1,0.1,230,33.9,15,2.2,457,67.3,0,0,31,70.5
"016902",1,1.6,0,0,0,0,0,0,60,95.2,3,4.8,63,100,0,0,19,30.2,1,1.6,995,0,0,8,0.8,30,2.9,507,51,384,38.6,3,0.3,66,6.6,488,49,0,0,404,40.6,20,2,580,58.3,5,7.9,42,66.7
"017901",3,20,0,0,0,0,0,0,15,100,0,0,15,100,0,0,6,40,0,0,249,0,0,2,0.8,0,0,60,24.1,42,16.9,4,1.6,1,0.4,189,75.9,0,0,42,16.9,9,3.6,192,77.1,0,0,6,40
"018901",2,2.9,0,0,0,0,0,0,63,90,7,10,70,100,4,5.7,25,35.7,1,1.4,1022,12,1.2,26,2.5,18,1.6,554,54.2,337,33,8,0.8,82,8,468,45.8,0,0,492,48.1,33,3.2,606,59.3,7,10,38,54.3
"018902",2,6.5,0,0,0,0,0,0,28,90.3,3,9.7,31,100,1,3.2,9,29,1,3.2,493,2,0.4,14,2.8,10,1.8,309,62.7,164,33.3,0,0,28,5.7,184,37.3,0,0,184,37.3,17,3.4,296,60,3,9.7,18,58.1
"018903",1,5.9,0,0,0,0,0,0,12,70.6,5,29.4,17,100,0,0,13,76.5,0,0,108,0,0,0,0,0,0,104,96.3,67,62,1,0.9,7,6.5,4,3.7,0,0,50,46.3,5,4.6,35,32.4,5,29.4,3,17.6
